pm2.5,pm10,no,no2,nox,nh3,co,so2,o3,benzene,toluene,aqi,aqi_bucket,year,month,day,day_of_week,week_of_year,pm_ratio,nox_total
49.7,178.47,32.77,39.41,68.85,21.52,2.12,9.59,54.62,1.92,7.5,178.0,Moderate,2016,9,12,0,37,0.2769265058227002,72.18
57.08,184.5,31.66,43.84,75.96,25.79,1.62,10.93,63.46,2.47,13.54,193.0,Moderate,2016,9,13,1,37,0.3077088948787062,75.5
47.36,109.64,20.69,45.6,62.62,23.03,1.25,11.21,64.32,2.19,9.77,150.0,Moderate,2016,9,14,2,37,0.42805495300072305,66.29
79.99,198.81,21.15,54.73,69.82,28.2,1.26,11.6,77.97,3.1,10.98,215.0,Poor,2016,9,15,3,37,0.4003303137981082,75.88
67.11,185.86,17.87,57.22,67.78,27.03,0.95,12.39,70.09,2.71,8.79,233.0,Poor,2016,9,16,4,37,0.3591458846195012,75.09
81.9,207.91,28.14,56.8,83.1,29.48,0.99,12.78,75.84,2.55,8.73,220.0,Poor,2016,9,17,5,37,0.3920348475420038,84.94
86.16,185.57,17.63,56.82,67.1,29.26,1.28,10.89,74.51,2.35,8.81,266.0,Poor,2016,9,18,6,37,0.4618105804791767,74.45
75.02,143.48,24.51,67.37,74.28,34.17,1.08,14.63,88.62,1.9,5.99,192.0,Moderate,2016,9,19,0,38,0.5192414174972314,91.88000000000001
94.23,141.3,38.6,86.2,94.51,28.66,1.3,16.12,134.72,1.26,5.13,264.0,Poor,2016,9,20,1,38,0.6621925509486999,124.80000000000001
89.62,131.06,30.07,70.0,59.15,29.75,0.89,17.12,144.45,0.78,4.81,284.0,Poor,2016,9,21,2,38,0.6786309253369681,100.07
32.73,67.29,10.98,44.35,46.71,27.78,0.8,13.44,72.31,0.78,8.97,150.0,Moderate,2016,9,22,3,38,0.4792795431249084,55.33
55.64,125.31,13.63,57.24,64.51,29.48,1.18,13.77,78.31,1.21,8.94,134.0,Moderate,2016,9,23,4,38,0.44050352307814106,70.87
56.46,112.36,19.78,53.66,65.52,30.1,1.03,14.63,67.97,1.34,8.78,197.0,Moderate,2016,9,24,5,38,0.4980592801693719,73.44
56.64,137.48,29.6,55.69,81.12,27.69,1.24,15.5,73.87,1.23,7.19,175.0,Moderate,2016,9,25,6,38,0.4090121317157713,85.28999999999999
89.09,194.71,44.43,68.3,105.76,32.26,1.35,15.11,89.95,1.8,11.46,236.0,Poor,2016,9,26,0,39,0.45521434775944,112.72999999999999
52.49,109.5,10.51,41.03,46.9,29.98,0.71,13.68,62.19,0.88,5.71,185.0,Moderate,2016,9,27,1,39,0.47502262443438914,51.54
105.43,260.01,17.52,100.66,58.72,40.17,0.49,11.94,113.81,0.81,6.44,103.0,Moderate,2016,9,28,2,39,0.4039308838741811,118.17999999999999
101.84,189.62,11.5,63.0,51.96,37.22,0.97,15.28,96.64,1.15,5.75,289.0,Poor,2016,9,29,3,39,0.534256636239639,74.5
84.33,179.81,20.59,65.05,61.77,32.18,1.01,15.0,87.95,1.03,5.39,224.0,Poor,2016,9,30,4,39,0.4664011946241911,85.64
117.28,232.03,40.76,73.71,90.15,40.08,1.4,24.55,109.06,1.82,11.99,312.0,Very Poor,2016,10,1,5,39,0.5032828391194267,114.47
81.87,199.61,30.59,59.82,70.18,35.58,1.13,16.28,75.58,1.46,7.63,234.0,Poor,2016,10,2,6,39,0.40810527889935694,90.41
103.12,210.04,26.23,66.31,68.95,43.92,1.09,12.96,97.36,1.34,6.11,282.0,Poor,2016,10,3,0,40,0.4886277482941623,92.54
159.8,272.34,33.0,78.18,84.42,50.14,1.3,13.68,123.99,2.18,8.16,351.0,Very Poor,2016,10,4,1,40,0.5846198873198215,111.18
81.71,150.37,57.77,77.96,108.73,46.47,1.26,14.4,85.94,3.03,12.57,232.0,Poor,2016,10,5,2,40,0.539803131399881,135.73
117.86,229.25,42.23,87.85,98.02,54.59,1.3,15.09,109.08,2.95,10.35,280.0,Poor,2016,10,6,3,40,0.5118783930510314,130.07999999999998
114.06,274.97,61.5,74.99,105.6,47.26,1.28,14.63,97.13,1.9,6.14,311.0,Very Poor,2016,10,7,4,40,0.4133057941080552,136.49
132.11,317.62,81.06,76.99,126.03,42.99,1.54,14.9,98.7,2.16,6.68,408.0,Severe,2016,10,8,5,40,0.4146318498524889,158.05
144.47,317.13,85.77,92.64,134.38,43.55,1.42,17.2,128.17,2.35,12.39,416.0,Severe,2016,10,9,6,40,0.45412252852607427,178.41
125.8,290.85,79.04,88.86,126.5,39.72,1.24,17.3,112.52,2.65,11.52,387.0,Very Poor,2016,10,10,0,41,0.4310433441836559,167.9
134.84,327.75,62.55,83.87,120.1,36.52,1.6,16.52,104.67,2.09,5.34,408.0,Severe,2016,10,11,1,41,0.4101596958174905,146.42000000000002
114.3,309.88,70.71,83.3,123.85,31.55,1.05,20.1,93.47,2.28,5.67,405.0,Severe,2016,10,12,2,41,0.3676659804426145,154.01
86.93,295.1,102.46,81.11,113.0,27.85,0.84,19.17,78.81,2.26,7.16,371.0,Very Poor,2016,10,13,3,41,0.29358324890239784,183.57
94.83,303.27,90.53,87.15,111.96,29.54,1.31,20.72,87.84,1.9,7.31,375.0,Very Poor,2016,10,14,4,41,0.3116639826469912,177.68
144.98,368.81,80.18,108.83,104.39,34.74,1.26,22.1,120.33,2.27,8.31,400.0,Very Poor,2016,10,15,5,41,0.39203915524188093,189.01
132.01,316.53,79.81,89.01,109.33,34.88,1.32,24.72,99.74,1.64,7.21,430.0,Severe,2016,10,16,6,41,0.4157402450162189,168.82
149.35,346.31,105.43,94.29,129.43,37.11,2.19,27.27,112.83,2.22,11.14,425.0,Severe,2016,10,17,0,42,0.43001929112320403,199.72000000000003
161.49,352.64,80.88,95.27,118.3,39.9,1.6,22.25,101.0,2.12,9.35,438.0,Severe,2016,10,18,1,42,0.45665083135391926,176.14999999999998
140.57,339.79,105.08,91.52,85.54,39.26,1.48,24.66,73.0,1.63,6.63,428.0,Severe,2016,10,19,2,42,0.41248276064438505,196.6
135.9,361.08,169.53,90.28,98.14,44.98,1.83,24.72,107.03,2.09,7.52,425.0,Severe,2016,10,20,3,42,0.37533141847105617,259.81
161.11,477.65,166.64,88.27,107.99,46.41,2.14,26.66,32.06,4.5,10.99,496.0,Severe,2016,10,21,4,42,0.3365924997388489,254.90999999999997
140.92,442.68,140.89,84.96,115.83,47.03,1.44,20.7,53.5,3.61,9.22,472.0,Severe,2016,10,22,5,42,0.317616300036062,225.84999999999997
182.14,372.09,54.87,90.22,85.75,44.08,1.11,19.38,122.74,1.79,5.2,470.0,Severe,2016,10,23,6,42,0.4881931973518454,145.09
164.51,367.17,68.9,88.17,99.44,37.79,1.42,21.68,109.22,1.62,5.17,454.0,Severe,2016,10,24,0,43,0.44683162669419013,157.07
115.76,290.42,125.4,82.7,107.03,38.89,1.63,23.46,83.78,2.72,10.24,396.0,Very Poor,2016,10,25,1,43,0.3972273694324343,208.10000000000002
209.27,413.49,144.66,111.23,121.37,48.82,1.88,25.0,85.57,4.98,14.6,413.0,Severe,2016,10,26,2,43,0.5048855219667543,255.89
296.27,535.53,127.68,120.07,126.63,58.75,1.94,23.95,82.06,8.97,24.05,558.0,Severe,2016,10,27,3,43,0.5521965220956889,247.75
318.57,503.0,137.36,119.42,134.89,64.34,1.91,27.89,107.12,10.61,27.31,570.0,Severe,2016,10,28,4,43,0.6320833333333333,256.78000000000003
350.39,516.59,208.23,162.5,167.24,79.24,2.65,54.38,139.22,13.02,60.08,554.0,Severe,2016,10,29,5,43,0.6769643926660097,370.73
355.77,528.41,162.93,112.59,142.64,89.56,2.28,40.23,257.73,10.29,35.64,522.0,Severe,2016,10,30,6,43,0.6720122400408002,275.52
434.92,521.21,181.22,113.21,174.25,95.27,2.36,71.56,153.52,9.61,21.68,520.0,Severe,2016,10,31,0,44,0.8328450240324773,294.43
394.59,537.51,144.25,120.66,159.5,91.77,2.09,33.34,193.31,9.95,24.21,550.0,Severe,2016,11,1,1,44,0.7327440530352268,264.90999999999997
537.96,693.21,121.1,149.12,157.33,111.69,2.8,26.66,160.01,11.45,30.13,593.0,Severe,2016,11,2,2,44,0.7749240143472437,270.22
482.4,483.99,127.32,148.92,116.45,104.84,2.78,29.4,108.33,11.64,34.69,625.0,Severe,2016,11,3,3,44,0.9946596837048186,276.24
342.45,475.1,158.66,131.92,69.68,88.02,2.23,25.93,177.07,9.52,33.1,480.0,Severe,2016,11,4,4,44,0.719281663516068,290.58
588.39,763.58,135.71,113.31,90.09,89.1,2.2,22.21,39.05,7.31,16.61,603.0,Severe,2016,11,5,5,44,0.7695597582986737,249.02
685.36,708.8,155.53,128.15,97.62,96.22,3.23,22.61,39.21,9.98,27.66,676.0,Severe,2016,11,6,6,44,0.9655677655677657,283.68
488.57,527.64,159.5,123.36,94.03,72.81,2.21,23.88,33.33,8.95,23.12,716.0,Severe,2016,11,7,0,45,0.924201725181598,282.86
338.38,471.47,75.56,92.18,54.81,55.65,1.32,21.36,35.0,6.2,11.18,542.0,Severe,2016,11,8,1,45,0.71619362075899,167.74
307.08,415.79,111.51,103.26,67.31,58.89,1.38,21.52,33.89,6.99,13.52,455.0,Severe,2016,11,9,2,45,0.7367739149211833,214.77
291.71,464.27,124.82,133.98,63.54,73.93,1.61,29.45,42.27,5.66,16.26,471.0,Severe,2016,11,10,3,45,0.6269692866507619,258.79999999999995
295.88,491.38,139.59,147.03,56.6,88.96,1.62,35.04,50.03,6.49,22.29,514.0,Severe,2016,11,11,4,45,0.6009179901701938,286.62
277.67,437.21,145.02,127.18,54.53,81.99,1.49,34.7,43.22,5.22,18.04,491.0,Severe,2016,11,12,5,45,0.633645968827731,272.20000000000005
228.16,388.97,158.78,113.74,54.67,67.76,1.24,51.78,66.96,5.0,14.05,469.0,Severe,2016,11,13,6,45,0.5850706464599841,272.52
194.2,266.97,177.98,119.58,63.27,49.95,0.91,22.7,63.1,3.09,8.37,404.0,Severe,2016,11,14,0,46,0.7247079897003394,297.56
236.09,399.5,152.13,116.66,80.86,59.24,1.49,21.98,37.37,6.53,16.84,379.0,Very Poor,2016,11,15,1,46,0.5894881398252185,268.78999999999996
291.98,391.88,131.41,109.65,79.95,53.33,1.34,23.97,35.58,6.64,16.56,428.0,Severe,2016,11,16,2,46,0.7431785787008757,241.06
351.47,412.95,69.58,96.23,60.3,41.1,0.73,21.65,37.74,5.08,11.4,504.0,Severe,2016,11,17,3,46,0.8490638966058703,165.81
237.21,409.98,92.48,102.95,55.83,43.06,0.87,23.11,37.26,5.05,11.2,512.0,Severe,2016,11,18,4,46,0.5771813713562703,195.43
285.71,412.35,112.39,114.11,63.07,55.83,1.16,30.47,48.81,6.3,22.82,494.0,Severe,2016,11,19,5,46,0.6912059997580742,226.5
323.74,350.18,120.28,117.17,39.98,80.15,1.52,27.23,53.69,6.63,27.78,438.0,Severe,2016,11,20,6,46,0.9218634318583063,237.45
340.61,439.26,165.78,128.85,62.48,81.94,1.6,26.25,50.47,7.12,21.98,474.0,Severe,2016,11,21,0,47,0.7736564757188934,294.63
281.76,399.82,127.69,111.52,58.08,63.32,1.55,25.26,32.17,5.53,14.85,471.0,Severe,2016,11,22,1,47,0.702958934184921,239.20999999999998
174.56,443.12,103.4,98.73,58.08,48.28,1.24,30.13,38.25,5.12,10.79,432.0,Severe,2016,11,23,2,47,0.39304692425470594,202.13
216.1,478.72,133.15,109.5,84.1,55.54,1.21,22.29,35.12,5.57,12.74,397.0,Very Poor,2016,11,24,3,47,0.4504711081464187,242.65
136.21,399.13,32.87,68.9,39.01,28.84,0.41,20.99,40.07,3.18,6.51,375.0,Very Poor,2016,11,25,4,47,0.34041436533126734,101.77000000000001
113.3,325.47,37.55,70.01,43.19,25.22,0.46,23.22,39.94,3.24,6.72,330.0,Very Poor,2016,11,26,5,47,0.3470456703525592,107.56
128.7,336.16,35.91,71.29,40.84,26.73,0.65,22.68,38.99,3.16,5.83,347.0,Very Poor,2016,11,27,6,47,0.3817178787519278,107.2
127.5,312.58,90.6,82.99,46.87,28.3,0.91,29.33,36.12,4.29,9.66,274.0,Poor,2016,11,28,0,48,0.4065948083423688,173.58999999999997
236.58,489.62,158.47,133.28,88.78,64.54,1.75,27.59,40.89,7.42,21.69,360.0,Very Poor,2016,11,29,1,48,0.48220618808854104,291.75
246.25,437.91,80.12,95.64,54.63,84.51,1.16,20.23,44.16,5.82,15.23,441.0,Severe,2016,11,30,2,48,0.5610489622018181,175.76
263.61,473.72,100.79,83.15,59.64,79.35,1.25,19.08,49.44,7.06,22.44,418.0,Severe,2016,12,1,3,48,0.5552957532861477,183.94
263.25,422.11,143.08,101.67,79.26,77.5,1.05,20.38,34.89,8.15,18.27,474.0,Severe,2016,12,2,4,48,0.6221786296707712,244.75
196.6,432.38,102.23,97.75,54.62,51.11,1.41,23.49,34.86,7.23,16.4,419.0,Severe,2016,12,3,5,48,0.4536434537819004,199.98000000000002
223.3,426.63,135.19,109.4,54.22,68.69,1.93,22.96,33.98,7.43,18.49,379.0,Very Poor,2016,12,4,6,48,0.5221803895891308,244.59
204.6,417.29,91.66,78.79,39.67,27.41,1.55,23.92,31.6,5.88,12.62,389.0,Very Poor,2016,12,5,0,49,0.48913433264003436,170.45
293.91,497.31,110.07,96.68,69.09,56.8,1.86,23.11,38.89,9.28,23.99,402.0,Severe,2016,12,6,1,49,0.5898135698661476,206.75
283.61,414.27,64.52,81.86,59.67,49.99,1.34,23.69,53.91,8.84,20.43,472.0,Severe,2016,12,7,2,49,0.6829532593252583,146.38
238.21,374.88,70.46,72.44,52.25,36.31,1.53,22.2,36.02,7.67,15.66,422.0,Severe,2016,12,8,3,49,0.6337394913270193,142.89999999999998
295.62,502.98,106.85,71.44,62.21,40.93,1.66,23.47,38.31,7.92,19.77,443.0,Severe,2016,12,9,4,49,0.586570895670463,178.29
189.09,249.35,30.67,58.86,29.83,34.4,0.84,20.83,41.6,5.22,9.15,413.0,Severe,2016,12,10,5,49,0.7553025763930498,89.53
199.12,294.81,46.99,50.79,27.33,29.59,1.25,22.65,37.83,6.73,14.23,351.0,Very Poor,2016,12,11,6,49,0.6731347824617153,97.78
210.28,365.65,138.78,76.9,56.19,50.66,2.39,23.52,30.87,8.52,20.42,418.0,Severe,2016,12,12,0,50,0.5735169780444566,215.68
209.91,438.88,143.91,76.81,60.13,40.75,1.32,21.71,32.12,8.55,20.95,413.0,Severe,2016,12,13,1,50,0.47719832681640445,220.72
154.55,336.29,81.54,66.38,45.44,39.57,0.92,18.5,33.54,7.35,15.83,379.0,Very Poor,2016,12,14,2,50,0.4582110350143793,147.92000000000002
167.64,345.07,67.1,61.53,30.43,32.77,1.06,20.65,34.65,6.85,11.87,359.0,Very Poor,2016,12,15,3,50,0.48441066836189206,128.63
200.78,443.63,137.47,85.26,53.52,42.38,1.45,23.5,33.68,7.66,17.03,390.0,Very Poor,2016,12,16,4,50,0.45156647099835817,222.73000000000002
229.35,450.31,110.1,88.54,45.05,52.64,1.16,21.22,33.35,7.31,15.69,437.0,Severe,2016,12,17,5,50,0.5081872770379562,198.64
232.33,433.94,110.14,86.92,62.67,61.3,1.17,21.99,34.3,5.98,12.53,411.0,Severe,2016,12,18,6,50,0.5341656320412012,197.06
236.24,445.54,87.1,88.02,65.09,61.04,0.92,21.32,31.86,5.95,10.48,443.0,Severe,2016,12,19,0,51,0.5290455502306625,175.12
161.92,324.2,34.1,68.35,45.61,45.61,0.61,22.9,34.48,3.64,5.67,377.0,Very Poor,2016,12,20,1,51,0.49790897908979087,102.44999999999999
131.95,291.75,51.31,66.67,44.05,40.01,0.81,22.63,33.78,4.0,6.24,317.0,Very Poor,2016,12,21,2,51,0.45072587532023906,117.98
187.3,399.43,99.49,82.03,51.92,50.67,1.14,24.9,37.52,5.12,9.98,349.0,Very Poor,2016,12,22,3,51,0.46774717179032543,181.51999999999998
364.15,616.99,149.58,122.88,67.02,90.37,1.92,22.09,45.0,7.55,18.78,470.0,Severe,2016,12,23,4,51,0.5892490169743847,272.46000000000004
411.8,605.65,93.94,114.03,41.37,99.22,1.65,19.54,41.56,7.38,22.05,576.0,Severe,2016,12,24,5,51,0.6788098574136653,207.97
232.41,346.57,30.11,59.88,36.84,61.98,0.7,19.37,38.99,4.04,7.14,412.0,Severe,2016,12,25,6,51,0.6686710590672382,89.99000000000001
154.26,307.64,61.69,65.49,56.57,51.87,0.66,22.82,36.31,4.36,7.7,338.0,Very Poor,2016,12,26,0,52,0.499805598755832,127.17999999999999
213.2,395.37,114.55,93.45,56.14,47.88,0.94,24.51,36.9,6.13,11.06,319.0,Very Poor,2016,12,27,1,52,0.5378812725483765,208.0
273.82,515.41,192.34,129.41,67.59,60.4,1.61,26.1,40.19,7.04,16.43,455.0,Severe,2016,12,28,2,52,0.5302376019054628,321.75
339.96,535.68,103.69,108.76,33.56,88.44,1.3,21.6,55.09,7.29,18.01,524.0,Severe,2016,12,29,3,52,0.6334501006186182,212.45
231.1,368.9,30.99,62.46,33.89,54.58,0.96,23.47,43.97,6.93,12.43,381.0,Very Poor,2016,12,30,4,52,0.6247634495809679,93.45
211.16,353.61,40.62,56.66,44.59,52.53,1.14,23.82,42.84,8.03,17.16,338.0,Very Poor,2016,12,31,5,52,0.5954710809057838,97.28
191.5,402.31,103.24,66.19,55.29,55.92,1.31,25.13,50.03,8.39,19.94,332.0,Very Poor,2017,1,1,6,52,0.4748208574049738,169.43
247.79,440.18,221.03,95.55,80.85,66.57,1.47,22.29,47.86,8.96,18.92,384.0,Very Poor,2017,1,2,0,1,0.5616528401106125,316.58
255.33,390.67,155.29,90.79,53.89,58.97,1.28,25.33,42.9,7.65,13.96,373.0,Very Poor,2017,1,3,1,1,0.6519008348865116,246.07999999999998
248.01,341.15,186.07,91.07,71.88,68.53,1.55,23.11,41.13,7.26,16.51,439.0,Severe,2017,1,4,2,1,0.7248575186321788,277.14
215.42,352.83,141.69,87.15,64.41,61.04,1.24,25.15,41.95,5.73,12.89,318.0,Very Poor,2017,1,5,3,1,0.6088234462877653,228.84
194.12,278.62,67.81,65.86,37.59,58.18,0.9,20.52,44.04,5.01,11.17,390.0,Very Poor,2017,1,6,4,1,0.6942278806952292,133.67000000000002
154.52,170.19,20.42,38.85,20.32,36.9,0.77,22.19,47.75,4.48,7.42,332.0,Very Poor,2017,1,7,5,1,0.9026228167533151,59.27
136.98,218.67,37.15,52.31,28.25,29.21,0.63,32.22,45.09,3.54,8.22,283.0,Poor,2017,1,8,6,1,0.6235717212181909,89.46000000000001
141.88,266.86,76.63,64.33,57.96,36.32,0.77,24.76,42.66,5.04,10.38,300.0,Poor,2017,1,9,0,2,0.5296796834167101,140.95999999999998
108.26,239.51,55.04,59.2,49.05,28.52,0.71,19.1,36.04,3.76,7.49,305.0,Very Poor,2017,1,10,1,2,0.45012681385389386,114.24000000000001
146.04,314.69,65.31,67.72,56.02,31.36,0.79,21.36,29.92,4.36,7.8,337.0,Very Poor,2017,1,11,2,2,0.46260572080205264,133.03
216.73,423.24,111.19,79.35,75.14,43.41,0.95,20.33,32.17,6.13,11.09,417.0,Severe,2017,1,12,3,2,0.5108664906656609,190.54
232.37,426.02,109.5,85.07,71.97,45.76,1.03,24.71,33.09,6.29,12.12,426.0,Severe,2017,1,13,4,2,0.5441665495761323,194.57
309.28,318.52,113.37,84.75,49.23,36.49,0.37,11.7,29.53,3.22,7.2,439.0,Severe,2017,1,14,5,2,0.9679519278918377,198.12
222.66,281.83,45.03,63.97,33.71,24.33,0.45,17.67,24.93,3.04,6.1,382.0,Very Poor,2017,1,15,6,2,0.7872573630802956,109.0
188.08,284.88,38.14,60.94,37.11,39.47,0.93,20.6,33.86,3.98,7.94,397.0,Very Poor,2017,1,16,0,3,0.6578984189170282,99.08
177.67,206.63,39.9,51.44,35.24,33.13,0.63,18.44,36.21,3.79,6.3,330.0,Very Poor,2017,1,17,1,3,0.8557048596060299,91.34
218.63,268.67,57.03,66.94,38.35,31.97,0.7,20.52,34.21,6.36,13.3,358.0,Very Poor,2017,1,18,2,3,0.8107316349612489,123.97
227.68,225.03,30.18,55.95,22.56,25.48,0.6,20.86,34.42,5.75,11.47,376.0,Very Poor,2017,1,19,3,3,1.007299915940362,86.13
217.55,207.03,43.74,63.7,36.69,31.55,0.6,22.23,39.1,4.8,9.03,334.0,Very Poor,2017,1,20,4,3,1.0457626303898477,107.44
349.98,226.74,51.87,63.36,30.05,19.27,0.03,17.93,18.33,1.05,1.49,387.0,Very Poor,2017,1,21,5,3,1.5367524369895496,115.22999999999999
286.6,360.04,78.33,63.71,38.59,24.1,0.09,18.75,19.1,1.24,2.6,446.0,Severe,2017,1,22,6,3,0.793817859516951,142.04
189.45,277.25,80.42,67.27,46.06,33.51,0.53,20.61,20.57,3.67,8.67,379.0,Very Poor,2017,1,23,0,4,0.6808625336927223,147.69
230.94,386.49,122.41,92.12,77.3,56.08,1.3,24.56,37.93,7.11,18.8,375.0,Very Poor,2017,1,24,1,4,0.5959895739244884,214.53
241.78,370.37,128.62,88.02,51.5,69.27,1.08,23.95,40.58,7.0,21.75,450.0,Severe,2017,1,25,2,4,0.6510488192368796,216.64
135.87,166.57,22.6,50.39,27.1,48.42,0.32,22.04,34.78,3.7,8.16,340.0,Very Poor,2017,1,26,3,4,0.8108253267291282,72.99000000000001
74.92,80.21,32.05,42.24,31.15,31.84,0.35,18.11,36.05,2.29,4.47,203.0,Poor,2017,1,27,4,4,0.9225464844231007,74.28999999999999
109.13,144.49,34.83,45.82,33.52,28.3,0.44,18.1,36.87,3.75,6.52,236.0,Poor,2017,1,28,5,4,0.750085916557839,80.65
132.35,171.91,39.04,46.68,34.02,28.3,0.35,18.12,39.39,3.36,5.81,252.0,Poor,2017,1,29,6,4,0.7654271008038864,85.72
166.71,276.2,110.02,65.43,57.64,40.53,0.83,20.29,36.47,5.54,10.22,302.0,Very Poor,2017,1,30,0,5,0.6014069264069265,175.45
214.23,316.16,176.81,82.78,73.16,54.92,0.79,22.81,35.58,6.63,18.38,358.0,Very Poor,2017,1,31,1,5,0.6754634884600832,259.59000000000003
136.02,251.31,97.62,64.08,50.05,46.63,0.9,19.51,34.75,4.32,9.29,317.0,Very Poor,2017,2,1,2,5,0.5390987277555389,161.7
198.24,410.79,190.34,93.86,67.78,60.67,1.26,18.84,36.78,6.76,15.89,387.0,Very Poor,2017,2,2,3,5,0.48141042764515896,284.2
194.99,427.02,155.9,88.38,66.62,62.33,1.26,19.98,39.02,5.72,14.11,438.0,Severe,2017,2,3,4,5,0.45556282416709504,244.28
186.65,324.14,70.65,62.01,40.48,57.26,0.92,17.04,43.9,4.05,11.24,407.0,Severe,2017,2,4,5,5,0.5740604047487237,132.66
146.49,286.46,33.48,49.57,29.4,40.73,0.84,18.3,44.68,2.87,6.0,312.0,Very Poor,2017,2,5,6,5,0.5096013358380297,83.05
176.04,414.89,87.2,60.62,54.74,46.21,1.03,17.23,35.21,4.0,9.33,367.0,Very Poor,2017,2,6,0,6,0.4232850032460506,147.82
77.85,218.27,31.01,55.29,34.25,28.73,0.62,16.07,36.12,2.5,5.44,263.0,Poor,2017,2,7,1,6,0.35504172937474343,86.3
129.1,325.78,66.7,69.98,54.66,31.42,0.83,17.2,34.28,3.57,7.19,287.0,Poor,2017,2,8,2,6,0.39506701756533447,136.68
133.12,303.04,61.19,67.24,53.3,39.7,0.75,20.84,36.78,3.34,7.05,346.0,Very Poor,2017,2,9,3,6,0.43783712669385605,128.43
120.43,272.12,66.43,62.77,55.46,47.34,0.68,20.09,35.09,3.17,5.86,314.0,Very Poor,2017,2,10,4,6,0.4409417106033978,129.20000000000002
129.09,275.18,92.87,58.31,59.11,55.54,0.54,17.55,31.87,2.84,5.56,314.0,Very Poor,2017,2,11,5,6,0.4674125570280252,151.18
166.55,250.37,97.85,56.97,61.64,95.27,0.38,19.9,31.11,2.2,3.89,314.0,Very Poor,2017,2,12,6,6,0.6625691212157377,154.82
130.62,268.92,81.77,73.3,61.81,51.62,0.79,21.25,36.88,3.71,8.26,298.0,Poor,2017,2,13,0,7,0.48392116182572614,155.07
168.96,358.24,65.02,81.51,57.92,50.31,0.87,21.87,35.28,4.04,7.54,319.0,Very Poor,2017,2,14,1,7,0.47032624429350856,146.53
183.98,386.01,82.12,82.14,64.01,54.38,0.78,21.26,31.92,4.76,8.33,382.0,Very Poor,2017,2,15,2,7,0.47538823286219994,164.26
163.86,335.5,62.07,78.82,55.79,55.87,0.72,21.02,31.57,3.67,7.68,352.0,Very Poor,2017,2,16,3,7,0.4869539375928678,140.89
112.02,330.9,50.86,72.55,52.64,53.4,0.71,19.33,32.42,3.42,6.45,309.0,Very Poor,2017,2,17,4,7,0.3375112985839108,123.41
107.13,352.54,81.6,71.98,57.13,62.34,0.66,19.29,30.24,4.05,7.84,301.0,Very Poor,2017,2,18,5,7,0.30302087458279114,153.57999999999998
109.38,364.83,105.3,68.84,64.27,75.4,0.78,18.33,29.1,3.12,6.7,274.0,Poor,2017,2,19,6,7,0.298991334772982,174.14
126.74,406.49,152.15,67.45,82.63,83.01,1.06,23.96,35.07,3.79,11.64,313.0,Very Poor,2017,2,20,0,8,0.3110260374487717,219.60000000000002
106.92,303.47,67.69,60.72,60.22,66.01,0.7,19.57,33.71,3.44,5.9,310.0,Very Poor,2017,2,21,1,8,0.3511676027194797,128.41
93.03,270.3,84.46,65.62,62.23,58.5,0.8,19.84,38.35,3.83,10.09,258.0,Poor,2017,2,22,2,8,0.34290453372650204,150.07999999999998
182.29,158.96,37.77,55.22,34.91,38.51,0.27,13.77,44.58,2.29,4.93,238.0,Poor,2017,2,23,3,8,1.1395973993498374,92.99000000000001
451.25,104.82,22.53,42.2,16.05,29.63,0.0,6.64,55.11,0.33,2.44,449.0,Severe,2017,2,24,4,8,4.2643167643167645,64.73
425.22,103.74,28.71,46.64,19.0,34.4,0.0,8.41,55.2,0.39,2.19,516.0,Severe,2017,2,25,5,8,4.059767042199733,75.35
328.23,198.09,50.17,59.34,38.8,40.72,0.41,17.55,31.79,1.84,5.09,520.0,Severe,2017,2,26,6,8,1.6486513637048572,109.51
178.5,255.65,68.74,72.8,57.4,43.29,0.8,21.66,35.64,3.67,7.86,363.0,Very Poor,2017,2,27,0,9,0.6954997077732321,141.54
149.73,382.34,135.95,94.66,72.79,76.09,1.42,28.15,38.79,5.21,15.38,362.0,Very Poor,2017,2,28,1,9,0.39059320707465955,230.60999999999999
127.9,359.47,122.04,79.46,60.34,73.27,0.92,24.07,45.24,5.06,14.64,397.0,Very Poor,2017,3,1,2,9,0.3548145476738702,201.5
114.68,300.55,64.39,69.08,48.81,62.98,0.47,23.53,35.22,3.36,9.96,280.0,Poor,2017,3,2,3,9,0.38030177416680483,133.47
67.83,181.19,45.45,56.64,41.38,41.85,0.57,19.69,32.02,2.78,7.1,206.0,Poor,2017,3,3,4,9,0.37230363905812613,102.09
82.32,196.84,48.61,60.55,44.96,39.3,0.57,22.03,27.77,3.6,7.78,190.0,Moderate,2017,3,4,5,9,0.41609381318236954,109.16
90.6,229.62,42.58,61.48,43.44,34.4,0.69,25.34,31.88,3.71,6.61,210.0,Poor,2017,3,5,6,9,0.3928540456161651,104.06
91.6,242.14,47.05,64.99,47.02,33.66,0.76,26.91,30.68,3.63,6.57,201.0,Poor,2017,3,6,0,10,0.37673768199391294,112.03999999999999
112.41,307.78,84.73,65.16,58.96,43.71,0.89,30.7,34.43,4.43,11.46,243.0,Poor,2017,3,7,1,10,0.36404559880821297,149.89
134.4,224.36,37.88,49.88,33.11,36.04,0.43,24.14,35.35,2.93,6.45,267.0,Poor,2017,3,8,2,10,0.5963791267305644,87.76
106.45,142.78,36.2,39.68,21.71,32.12,0.23,20.15,45.45,2.28,5.59,245.0,Poor,2017,3,9,3,10,0.7403672277089999,75.88
